datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,source,name
07-09-2022,33.4,24.8,28,43.8,24.8,32,25.4,86.7,2.1,100,54.17,rain,0,0,21.2,14.8,14.8,1007.3,71.5,3.3,209.7,18.1,8,05:58:40,18:24:40,0.39,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-09-2022,32,25,28,42.3,25,33.1,26.2,90.1,7.9,100,58.33,rain,0,0,32.8,8.4,81.4,1007.3,80.1,2.8,211.8,18.2,7,05:58:55,18:23:44,0.42,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-09-2022,33,26,29.4,43.8,26,35.6,26,82.4,7.6,100,54.17,rain,0,0,34.2,11.2,71.5,1006.6,52.2,3.9,238.5,20.5,9,05:59:10,18:22:48,0.46,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-09-2022,33.3,26.8,29.2,42.8,30,35.4,25.7,82.3,2.1,100,20.83,rain,0,0,39.2,10.2,10,1005.1,71.4,3.7,234.6,20.4,8,05:59:25,18:21:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-09-2022,32,24.8,27.8,42.3,24.8,32.1,25.5,87.7,20.6,100,79.17,rain,0,0,40,13,6.5,1001.3,86.8,3.2,161.4,13.8,6,05:59:39,18:20:55,0.53,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-09-2022,26,24.8,25.1,26,24.8,25.1,24.9,98.8,16.6,100,100,rain,0,0,27.7,11.2,239,999.9,100,2.4,71.2,6.2,4,05:59:54,18:19:58,0.56,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-09-2022,28,23.8,25.5,34.5,23.8,26.3,25.2,98.3,58.2,100,100,rain,0,0,33.5,15.5,212.9,1003,98.8,2.4,59,5.1,4,06:00:08,18:19:01,0.59,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-09-2022,29,24,26.2,36.8,24,28.3,25.3,95.3,13.5,100,87.5,rain,0,0,45.7,18.4,213.2,1006.3,91.7,3.1,149.9,12.9,6,06:00:23,18:18:04,0.62,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-09-2022,31,23.8,26.7,39.1,23.8,29.3,24.8,90,1.7,100,37.5,rain,0,0,43.6,18.4,217.6,1007.1,88.1,3.7,149.5,12.8,5,06:00:38,18:17:07,0.66,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-09-2022,31,24,26.4,39.1,24,28.6,24.8,91.1,16.8,100,54.17,rain,0,0,39.2,20.5,223.6,1005,82.9,3.6,74,6.3,4,06:00:52,18:16:09,0.69,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-09-2022,31,23,26.5,40.6,23,29.8,25.1,92.2,1.5,100,20.83,rain,0,0,30.2,11.2,236,1006.5,89.3,3.3,130.3,11.3,6,06:01:07,18:15:12,0.72,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-09-2022,33.2,24.8,28.2,42.1,24.8,32.1,25.1,84.3,0.2,100,8.33,rain,0,0,22,11.2,294.3,1007.6,60.9,3.4,224.7,19.3,7,06:01:21,18:14:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-09-2022,33.7,24.8,27.6,42.1,24.8,30.5,24.7,84.8,0.5,100,8.33,rain,0,0,19.8,13,294.6,1006.8,63.1,3.6,212.7,18.5,7,06:01:36,18:13:17,0.79,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-09-2022,33.3,25,28.1,41.6,25,31.8,25.1,84.4,0.5,100,8.33,rain,0,0,31.3,16.6,304.1,1005.3,71.8,3.5,149.7,13,6,06:01:51,18:12:20,0.82,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-09-2022,29.4,24,26.2,35.1,24,28.4,24.6,90.9,7,100,83.33,rain,0,0,30.6,14.8,283.6,1005.3,92,2.9,94.6,8,5,06:02:06,18:11:22,0.85,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-09-2022,28,23.8,25.5,33.5,23.8,26.6,24.5,94.1,1.4,100,25,rain,0,0,38.9,13,244,1006.5,100,2.7,157.1,13.6,6,06:02:20,18:10:25,0.88,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-09-2022,30,23.4,26.2,36.2,23.4,27.9,23.8,87.4,1,100,29.17,rain,0,0,33.1,20.5,257.3,1007.9,90,2.9,167.8,14.6,6,06:02:35,18:09:28,0.91,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-09-2022,30,23,25.9,35.1,23,27.5,23.7,88.1,0,0,0,,0,0,31.3,14.8,290.5,1008.3,88.3,3.5,182.3,15.8,6,06:02:51,18:08:30,0.95,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-09-2022,29,24.8,26.7,34.5,24.8,28.8,24.8,89.7,0.3,100,4.17,rain,0,0,19.8,9.4,321.1,1008.7,83.6,3.1,198.2,17.2,8,06:03:06,18:07:33,0.98,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-09-2022,33,23.8,28.2,39.2,23.8,31.7,24.1,79.4,1.5,100,8.33,rain,0,0,19.1,11.2,358,1009.3,46.7,4,196.5,16.9,7,06:03:21,18:06:37,0,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-09-2022,34.6,22.8,28.2,41.3,22.8,31.8,24.3,80,4.5,100,37.5,rain,0,0,23.4,28.2,7.2,1008.2,69.5,3.9,224.4,19.3,8,06:03:37,18:05:40,0.05,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-09-2022,32,23,26.3,42.3,23,28.4,24.5,90.6,1.8,100,33.33,rain,0,0,24.8,9.4,15.4,1007.5,84.4,3.2,196.9,17.1,7,06:03:53,18:04:43,0.08,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-09-2022,33,24.6,28.2,39.2,24.6,31.3,24.3,81,0,0,0,,0,0,30.6,7.6,8.5,1007.2,47.9,3.9,224.5,19.2,8,06:04:09,18:03:47,0.12,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,42867099999,V...",obs,"Nagpur, MH, India"
30-09-2022,33,23.8,28.3,40.6,23.8,31.6,24.1,79.1,0,0,0,,0,0,29.5,9.4,12.3,1007.5,40.5,3.9,235.1,20.3,8,06:04:25,18:02:51,0.16,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-10-2022,34,24.6,28.9,40.6,24.6,31.8,23.5,74.5,0,0,0,,0,0,32,11.2,332.3,1006.9,31.6,3.9,240.4,20.6,8,06:04:41,18:01:56,0.19,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-10-2022,34.6,24,29.2,39.3,24,31.8,22.2,67.2,0.2,100,4.17,rain,0,0,38.5,18.4,328.6,1006.9,32.8,3.8,232.5,20,8,06:04:58,18:01:00,0.23,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-10-2022,34.2,24.8,29.4,39.3,24.8,31.9,21.9,65.5,0,0,0,,0,0,42.8,16.6,336.7,1007.5,41.5,4.1,223.3,19.3,8,06:05:15,18:00:05,0.25,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-10-2022,31,25.6,28.1,35.5,25.6,30.6,22.3,71,12.9,100,50,rain,0,0,29.2,16.6,333.7,1007.6,75.2,3.6,120.9,10.5,4,06:05:32,17:59:11,0.3,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-10-2022,30,25,27,38.8,25,29.6,24.8,88.3,16.8,100,70.83,rain,0,0,18,7.6,26.7,1007.1,87.4,2.9,116.3,10.1,5,06:05:50,17:58:16,0.34,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-10-2022,31.4,24.7,26.8,39.1,24.7,28.7,24.9,89.8,24.2,100,75,rain,0,0,29.2,11.2,101.5,1007.3,65.3,3.4,139.5,12.3,7,06:06:08,17:57:22,0.37,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-10-2022,30,24,26.8,36.2,24,29,24.6,88.4,8.4,100,83.33,rain,0,0,40.7,18.4,123.7,1008.4,73.4,3.7,153,13,6,06:06:26,17:56:29,0.41,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-10-2022,31,24.8,27.5,39.1,24.8,30.7,24.8,86.1,3.3,100,62.5,rain,0,0,31.7,13,137.9,1010.2,67.4,3.6,192.7,16.6,7,06:06:44,17:55:36,0.44,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-10-2022,32,24,28.1,40.6,24,32.1,25.1,84.3,5.9,100,54.17,rain,0,0,27,7.6,113.2,1011,50.9,3.9,205.2,17.8,7,06:07:03,17:54:44,0.48,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-10-2022,32,23.8,25.9,38.2,23.8,27.4,24.2,90.4,11.3,100,70.83,rain,0,0,37.1,18.4,166.4,1012.3,78.3,3.3,161.1,13.9,7,06:07:22,17:53:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-10-2022,30,23.9,26,36.2,23.9,27.5,24.7,92.9,35,100,95.83,rain,0,0,25.2,11.1,155.4,1011.5,83.9,3,70.6,6.1,3,06:07:42,17:53:01,0.54,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-10-2022,30,22.8,25.7,35.1,22.8,27.1,24.1,91.2,21.6,100,95.83,rain,0,0,16.9,7.6,121.3,1012.1,76.6,3,144.2,12.4,6,06:08:02,17:52:10,0.58,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-10-2022,31,24,26.3,37.7,24,27.9,24.2,88.9,4.7,100,58.33,rain,0,0,20.5,5.4,47.9,1012.1,80.1,3.6,176.1,15,7,06:08:22,17:51:20,0.61,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-10-2022,31,23,26.7,37.7,23,29.2,23.7,83.9,0.8,100,12.5,rain,0,0,28.1,10.1,40.4,1011.8,62.3,3.7,202.1,17.4,7,06:08:43,17:50:30,0.64,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-10-2022,31,21.6,26.5,35.6,21.6,28.1,20.9,71.7,0,0,0,,0,0,28.8,8.4,26.4,1011.4,21.5,3.6,219.9,19.1,8,06:09:04,17:49:41,0.67,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-10-2022,32,21.8,26.8,39.2,21.8,29.8,22.8,79.2,6.4,100,50,rain,0,0,24.5,9.4,64.8,1013.1,67.7,3.7,169.2,14.6,7,06:09:25,17:48:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-10-2022,33,22.8,26.8,42.1,22.8,29.2,24.2,86.5,1.4,100,20.83,rain,0,0,21.6,18.4,52.7,1013.9,65,3.4,193.5,16.5,7,06:09:47,17:48:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-10-2022,30,22.9,26,35.1,22.9,27.9,23.7,88,9.5,100,54.17,rain,0,0,17.6,7.6,1.7,1013.3,85,3.4,143,12.3,5,06:10:10,17:47:19,0.77,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-10-2022,31,23.4,26.6,35.5,23.4,27.7,21.8,76.3,0.2,100,8.33,rain,0,0,20.9,7.5,46.1,1012.9,54.8,3.7,221.5,19.1,8,06:10:33,17:46:33,0.8,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-10-2022,31,21.5,26.2,36.5,21.5,27.9,21.7,77.3,0,0,0,,0,0,23.8,11.2,93.3,1014.2,36.9,3.5,222.9,19.3,8,06:10:56,17:45:48,0.83,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-10-2022,29.4,21,25.1,31.3,21,25.8,20.2,75.5,0,0,0,,0,0,24.1,9.4,80.9,1016.2,33.2,3.6,240.5,20.7,8,06:11:20,17:45:04,0.87,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-10-2022,31.3,18.5,24.9,31.8,18.5,25.1,17.3,65.9,0,0,0,,0,0,25.9,8.3,27.5,1016.8,12.9,3.7,244.1,21.2,9,06:11:45,17:44:20,0.9,Clear,Clear conditions througho...,clear-day,"42939099999,42867099999,V...",obs,"Nagpur, MH, India"
23-10-2022,31,19,24.5,31.2,19,24.7,16.9,64.5,0,0,0,,0,0,31.7,14.8,20.6,1014.8,0.5,3.8,241.9,21,9,06:12:10,17:43:38,0.93,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-10-2022,31,19,24.2,31,19,24.2,15.8,61.2,0,0,0,,0,0,27.4,18.4,336.4,1011.4,0,3.7,244.4,21.1,9,06:12:35,17:42:56,0.96,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-10-2022,31.1,17.6,23.6,31,17.6,23.4,15.3,63.4,0,0,0,,0,0,19.4,14.8,336.3,1012.1,0,3.7,244,21.1,9,06:13:01,17:42:15,0,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-10-2022,31.3,16.6,23.5,31.4,16.6,23.6,17.1,70.2,0,0,0,,0,0,15.1,9.3,359.4,1014.9,0,3.7,239.1,20.6,8,06:13:27,17:41:35,0.03,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-10-2022,31.1,18,23.7,31.4,18,23.9,17.4,70.5,0,0,0,,0,0,12.6,7.6,46.9,1015.1,3.5,3.8,235.9,20.4,8,06:13:54,17:40:56,0.06,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-10-2022,31,17,23.7,30.6,17,23.7,16.8,68.6,0,0,0,,0,0,16.2,7.5,74.6,1014.6,7.8,3.8,226.4,19.7,8,06:14:22,17:40:19,0.1,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-10-2022,31.3,17.8,23.8,30.6,17.8,23.8,16.8,68.4,0,0,0,,0,0,16.2,7.6,13.3,1014.4,0,3.8,238,20.5,8,06:14:50,17:39:42,0.14,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-10-2022,30.1,18,23.3,30.3,18,23.4,16.7,69.2,0,0,0,,0,0,22,9.4,40.2,1014.7,0.4,3.7,233.5,20.2,8,06:15:19,17:39:06,0.17,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-10-2022,29,17,22.4,29.5,17,22.5,16.2,70.2,0,0,0,,0,0,24.1,9.4,67.2,1014.9,0.2,3.8,231.6,20,8,06:15:48,17:38:31,0.21,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-11-2022,29.3,17,23.2,30.3,17,23.4,17.3,71.3,0,0,0,,0,0,19.1,9.4,24.7,1015.5,5.4,3.7,230.5,20,8,06:16:17,17:37:57,0.25,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-11-2022,30,19,23.8,30.4,19,23.9,17.4,69.6,0,0,0,,0,0,22.7,7.6,10.7,1014.6,0.4,3.7,233.1,20.2,8,06:16:47,17:37:25,0.28,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-11-2022,31.1,17,23.7,31.1,17,23.8,17,69.5,0,0,0,,0,0,17.3,11.2,56.7,1014.4,0,3.7,230.9,20,8,06:17:18,17:36:53,0.31,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-11-2022,32,16,23.8,32.4,16,24,17.5,70.9,0,0,0,,0,0,12.6,7.5,95.3,1015.5,0,3.6,227.2,19.6,8,06:17:49,17:36:23,0.35,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-11-2022,33,18,24.8,34.1,18,25.3,18.7,72,0,0,0,,0,0,14.8,5.4,158.9,1016.5,0,3.6,223.6,19.3,8,06:18:21,17:35:54,0.39,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-11-2022,33,18.8,25.3,33.7,18.8,25.8,18.9,70.6,0,0,0,,0,0,14,7.6,277.3,1016.4,1,3.6,219.4,19,8,06:18:53,17:35:26,0.42,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-11-2022,32,19,24.5,34.9,19,25,17.9,69.5,0,0,0,,0,0,21.6,5.4,32.9,1015.8,6.5,3.4,222.7,19.2,8,06:19:26,17:34:59,0.46,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-11-2022,31.3,16,23.1,31,16,23.1,16,67.2,0,0,0,,0,0,18.7,9.3,52.2,1016,2.6,3.8,224.4,19.5,8,06:19:59,17:34:34,0.5,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-11-2022,30.4,17,23.1,30.1,17,23.1,16.6,70.1,0,0,0,,0,0,17.6,9.4,69.8,1016.1,0,3.7,221,19.2,8,06:20:32,17:34:09,0.53,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-11-2022,30.4,17.7,23.6,30.8,17.7,23.7,17.1,69.7,0,0,0,,0,0,20.5,11.2,75.5,1016.7,0.1,3.5,217.7,18.8,8,06:21:07,17:33:46,0.56,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-11-2022,30.5,18,23.5,31.1,18,23.8,17.9,73,0,0,0,,0,0,25.9,5.4,48.5,1016.5,2,3.4,212,18.3,8,06:21:41,17:33:25,0.59,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-11-2022,30.1,18,23.4,30.5,18,23.6,18,73.7,0,0,0,,0,0,24.5,7.6,67.2,1016.9,20.2,3.2,199.8,17.3,7,06:22:16,17:33:04,0.62,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-11-2022,29.4,16.4,22,29.1,16.4,21.9,15,67.7,0,0,0,,0,0,22.7,7.6,48.1,1016.3,9.1,3.4,218,18.7,8,06:22:52,17:32:45,0.66,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-11-2022,29.3,15,21.1,28.7,15,21,13.8,66.6,0,0,0,,0,0,17.6,5.4,37.3,1016.6,0,3.6,218.2,18.7,8,06:23:27,17:32:27,0.69,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-11-2022,30,15,21.5,29.1,15,21.3,13.5,65.1,0,0,0,,0,0,15.5,7.6,12.2,1016.2,5.5,3.6,217.6,18.7,8,06:24:04,17:32:11,0.72,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-11-2022,30.4,14.8,21.7,29.6,14.8,21.6,14,65.3,0,0,0,,0,0,15.8,5.4,345.6,1014.8,0,3.7,218,18.7,8,06:24:40,17:31:55,0.75,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-11-2022,30.1,15.6,22.6,29.4,15.6,22.6,14.9,64.5,0,0,0,,0,0,18.4,7.6,11.1,1014.6,5.4,3.7,213,18.4,8,06:25:17,17:31:41,0.78,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-11-2022,29,15.5,21.4,28.1,15.5,21.3,12.3,58.9,0,0,0,,0,0,27.4,9.4,21.5,1015.8,0.5,3.7,213.3,18.5,8,06:25:55,17:31:29,0.82,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-11-2022,27.3,13,20.1,26.7,13,20,10.7,57.7,0,0,0,,0,0,24.1,7.6,359.3,1016,4.4,3.6,216.6,18.6,8,06:26:32,17:31:18,0.85,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-11-2022,27,13,19,26.7,13,18.9,10.9,62.3,0,0,0,,0,0,20.9,7.6,22.2,1014.4,16.3,3.6,215.1,18.5,8,06:27:10,17:31:08,0.88,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-11-2022,27.1,12,19,27,12,19,12.3,68,0,0,0,,0,0,22.3,7.6,350.8,1014,41.2,3.5,213.1,18.5,8,06:27:48,17:30:59,0.91,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-11-2022,28.4,14,20.7,28,14,20.6,13.4,65.3,0,0,0,,0,0,22.3,9.1,20.5,1014,12.6,3.5,214.2,18.5,8,06:28:27,17:30:52,0.95,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-11-2022,29,13,21.1,28.6,13,21,13,62.4,0,0,0,,0,0,22.3,7.6,20.1,1014.6,19.8,3.5,209.8,18,8,06:29:05,17:30:47,0.98,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-11-2022,29,14,20.4,28.5,14,20.3,12.7,64.5,0,0,0,,0,0,21.6,5.4,39.3,1014.8,7.6,3.6,212.8,18.4,8,06:29:44,17:30:42,0,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-11-2022,29,14,20.9,28.5,14,20.9,12.7,62.2,0,0,0,,0,0,22,9.4,55.5,1015.6,0,3.6,209.6,18,8,06:30:23,17:30:39,0.05,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-11-2022,28.4,13.3,19.9,27.7,13.3,19.7,11.1,60.2,0,0,0,,0,0,19.8,5.4,10,1014.2,2.3,3.7,211.8,18.4,8,06:31:02,17:30:38,0.08,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-11-2022,29,12,19.7,28.3,12,19.6,11.9,64.3,0,0,0,,0,0,15.5,7.6,26.3,1011.9,2.3,3.6,209.3,18,8,06:31:42,17:30:38,0.12,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-11-2022,29,13,20.1,28.5,13,20,13.1,67.7,0,0,0,,0,0,16.9,5.4,27.5,1012.6,0,3.7,207.8,17.9,8,06:32:21,17:30:39,0.15,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-11-2022,30,13,20,29.7,13,20,13.9,71.1,0,0,0,,0,0,19.4,7.6,83.3,1014.3,5.2,3.2,205.3,17.7,8,06:33:00,17:30:42,0.19,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-11-2022,28.8,13,20.2,29,13,20.2,14.2,71.3,0,0,0,,0,0,19.4,7.5,13.8,1015.4,6.1,2.9,202.2,17.6,7,06:33:40,17:30:45,0.25,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-12-2022,28.6,14.5,20.5,28.5,14.5,20.5,14.1,69.3,0,0,0,,0,0,20.9,7.6,18.7,1014.9,7.1,2.4,201.7,17.5,7,06:34:19,17:30:51,0.26,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-12-2022,28.9,14.9,21,29.7,14.9,21.1,15.5,72.8,0,0,0,,0,0,18.7,7.6,40.5,1014.2,2.4,2.3,199.2,17.2,7,06:34:58,17:30:57,0.29,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-12-2022,29.1,15,21.5,29.5,15,21.6,16.3,74.5,0,0,0,,0,0,16.2,4.6,45.3,1014.4,3.7,2.4,197.9,17.1,7,06:35:37,17:31:05,0.33,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-12-2022,29.4,16.5,22.1,30,16.5,22.3,16.6,73.3,0,0,0,,0,0,16.6,7.5,9,1015.3,1.9,2.5,197.2,17.1,7,06:36:16,17:31:15,0.36,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-12-2022,29.4,16,22.2,29.7,16,22.3,16.4,72.3,0,0,0,,0,0,19.8,7.6,43,1016.2,6.1,2.2,196.2,16.9,7,06:36:55,17:31:25,0.4,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
