datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,source,name
13-06-2022,39,27.6,32.9,45.8,30,37.9,23,57.4,0.4,100,8.33,rain,0,0,29.9,14.8,271.6,1005.8,65.4,3.8,272.9,23.7,8,05:31:36,18:55:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-06-2022,39,28.5,32.6,45.8,31.3,37.4,22.8,57.2,0.3,100,4.17,rain,0,0,33.1,25.9,260.4,1005.1,54.1,3.9,259.2,22.4,9,05:31:43,18:56:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-06-2022,38,26.6,30.1,45.8,26.6,34.5,23.9,71.1,4.8,100,45.83,rain,0,0,37.1,33.5,295.2,1004.9,82,3.5,252.9,21.9,9,05:31:50,18:56:32,0.53,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-06-2022,32.2,25.7,27.9,38.4,25.7,31.5,24.7,83.2,12.9,100,95.83,rain,0,0,25.2,20.5,226,1005.9,83.5,3.4,219.8,19.1,8,05:31:58,18:56:49,0.56,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-06-2022,36,25.9,29.7,43.3,25.9,34.4,24.5,75.5,6.6,100,54.17,rain,0,0,25.6,13,210.1,1005.4,86.4,3.3,163.9,14.2,6,05:32:07,18:57:05,0.59,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-06-2022,35,25.7,28.7,43.3,25.7,32.7,24.6,79.5,10.8,100,54.17,rain,0,0,25.9,22.3,180.1,1005.6,84.7,3.4,180,15.6,7,05:32:17,18:57:21,0.63,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-06-2022,34,23.7,28.1,41.5,23.7,30.8,23.7,78.7,10.5,100,33.33,rain,0,0,21.2,14.8,249.2,1005.6,77.9,3.3,149.8,13,6,05:32:28,18:57:36,0.66,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-06-2022,33,23.6,28.4,40.6,23.6,32.2,23.9,77.1,12.1,100,70.83,rain,0,0,38.2,18.4,185.1,1003.6,80.7,3.5,193.2,16.7,7,05:32:40,18:57:50,0.7,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-06-2022,32,23,25.3,40.6,23,26.7,23.6,90.7,3.2,100,45.83,rain,0,0,23,13,162.2,1002.5,90,2.8,224,19.5,8,05:32:52,18:58:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-06-2022,34,24,28.9,40.6,24,32,23.2,73.1,1.9,100,25,rain,0,0,22,13,133.6,1004.1,60.1,3.4,226.3,19.6,7,05:33:05,18:58:16,0.77,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-06-2022,35,26,28.9,40.7,26,32.1,23,71.9,3.3,100,37.5,rain,0,0,37.1,18.4,49.6,1005.5,62.5,3.4,230.3,19.9,8,05:33:19,18:58:27,0.8,"Rain, Partially cloudy",Becoming cloudy in the af...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-06-2022,33,24,29.5,40.6,24,33.9,24.1,74.1,8.7,100,25,rain,0,0,46.4,27.7,240.4,1004.2,74.5,3.5,232.8,20.2,9,05:33:34,18:58:38,0.83,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-06-2022,33,23.8,28.2,39.2,23.8,31.2,23.5,77,4,100,29.17,rain,0,0,20.9,11.2,182.7,1001.8,81.5,3.2,96,8.2,4,05:33:49,18:58:48,0.87,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-06-2022,32,26.8,29,39.2,29.4,33.6,24,74.5,7.7,100,58.33,rain,0,0,27,14.8,185.1,1002.3,89.2,3.6,128.2,10.9,4,05:34:05,18:58:57,0.9,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-06-2022,33,26.6,28.6,42.1,26.6,33.7,25.2,82,28.1,100,58.33,rain,0,0,18,16.6,189.6,1004.1,70.6,3.5,196.2,16.9,7,05:34:21,18:59:05,0.94,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-06-2022,34,25.7,29.9,43.5,25.7,35.4,25.3,77.2,4,100,20.83,rain,0,0,32.4,12.1,242.5,1003.4,51.9,3.9,231.9,20.2,8,05:34:39,18:59:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-06-2022,34,27.6,29.7,43.5,31.4,35.7,25.2,77.1,7.5,100,29.17,rain,0,0,37.1,18.4,263.7,1002,60.8,3.4,211.3,18.2,8,05:34:56,18:59:19,0,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-06-2022,33,25,27.6,42.1,25,30.7,25.1,87.1,24.5,100,95.83,rain,0,0,26.3,14.8,213.6,1002,86.8,3.2,133,11.6,7,05:35:15,18:59:24,0.04,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-07-2022,33,25,28.3,43.8,25,32.6,25.3,84.9,3,100,12.5,rain,0,0,33.1,20.5,257.7,1002.4,82.9,4,160.8,13.8,6,05:35:33,18:59:28,0.07,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-07-2022,32.2,25.8,27.9,40.6,25.8,31.3,25.3,86,4.6,100,66.67,rain,0,0,40,18.4,268.1,1001.2,90.2,3.5,125.6,10.8,5,05:35:53,18:59:31,0.11,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-07-2022,29,25,26.6,36.8,25,29.4,25.5,94,14.9,100,87.5,rain,0,0,27.7,14.8,225.7,1001.6,90.3,2.8,74.6,6.4,4,05:36:13,18:59:33,0.14,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-07-2022,29,25.6,26.7,34.5,25.6,28.5,25.3,92.1,45.4,100,100,rain,0,0,31.3,14.8,255.9,1000.9,95.3,2.8,49.4,4.2,2,05:36:33,18:59:35,0.18,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-07-2022,30,25,27.2,37.4,25,30.6,25.3,89.8,24.7,100,66.67,rain,0,0,37.8,16.6,222.5,999.4,86.3,3.6,129.3,11,6,05:36:53,18:59:35,0.21,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-07-2022,30,25.8,27.6,36.8,25.8,32,25.7,89.4,9.9,100,66.67,rain,0,0,24.5,7.6,265.4,1001.8,79.3,3.2,95,8.2,6,05:37:14,18:59:34,0.24,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-07-2022,29,25,26.6,36.8,25,28.4,25.3,93.1,10.4,100,100,rain,0,0,28.4,11.2,248.2,1003.2,88,2.9,94.6,8,4,05:37:36,18:59:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-07-2022,28,25.6,26.9,34.5,25.6,30.2,26.1,95.1,24,100,83.33,rain,0,0,34.9,14.8,295.6,1001.6,94.9,2.9,114.4,9.8,6,05:37:58,18:59:29,0.31,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-07-2022,31,25,27,39.1,25,29.6,25.4,91.2,8.8,100,70.83,rain,0,0,40,24.1,318.6,999.3,90.3,3.2,152.9,13.2,7,05:38:20,18:59:24,0.35,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-07-2022,31,24.8,26.4,40,24.8,28.5,25.2,93.3,29.1,100,87.5,rain,0,0,27,22.3,308,999.7,94.9,2.9,99.9,8.6,4,05:38:42,18:59:19,0.38,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-07-2022,30,24,25.9,37.4,24,27.3,24.6,92.9,19.3,100,95.83,rain,0,0,32.4,22.3,294,1000.7,91.8,3.3,104.2,8.8,4,05:39:04,18:59:13,0.41,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-07-2022,30,25.6,26.9,38.8,25.6,29.7,25.6,92.6,33.6,100,100,rain,0,0,32,25,310.6,999.3,91.5,2.9,92.2,8,4,05:39:27,18:59:05,0.45,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-07-2022,28,24.8,26.1,34.5,24.8,27.6,25.3,95.5,51.8,100,100,rain,0,0,34.9,25.9,311.4,996.6,93.3,2.9,90.2,7.8,5,05:39:50,18:58:56,0.48,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-07-2022,28,24.8,26,33.4,24.8,26.7,25.1,95.1,19.9,100,79.17,rain,0,0,23.4,13,282.4,996.6,95.5,2.8,104.1,9.2,4,05:40:13,18:58:47,0.5,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-07-2022,30,24.6,26.1,38.8,24.6,28.1,25.1,94.5,49.3,100,100,rain,0,0,31.3,14.8,255.2,999.3,93.9,3,56.6,4.9,3,05:40:37,18:58:36,0.55,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-07-2022,31,24.8,27.7,39.2,24.8,31.9,25.8,90.1,6.8,100,79.17,rain,0,0,28.4,11.2,238.3,1001.8,88.5,3.3,115.6,10,5,05:41:00,18:58:23,0.58,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-07-2022,28,25,27,34.5,25,30.8,26.1,94.5,37.8,100,95.83,rain,0,0,41.4,18.4,294.6,1002,95.8,2.5,88.7,7.9,4,05:41:24,18:58:10,0.62,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-07-2022,27,23.8,25.1,31.8,23.8,25.5,24.4,95.9,55.5,100,100,rain,0,0,43.2,18.4,273.4,1000.7,97.3,2.5,35.9,3.3,2,05:41:47,18:57:56,0.65,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-07-2022,25,23,24.2,25,23,24.2,23.4,95.1,4.2,100,54.17,rain,0,0,40,14.8,234.4,1004.3,92.7,2.7,60,5.1,2,05:42:11,18:57:40,0.68,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-07-2022,28,24.6,25.9,33.5,24.6,27.2,24.7,92.8,2.6,100,29.17,rain,0,0,34.6,14.8,244.7,1005,93.6,3,86.8,7.5,4,05:42:35,18:57:24,0.75,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-07-2022,30,24.9,27.3,36.2,24.9,30.6,25.1,88.5,10.9,100,79.17,rain,0,0,38.2,20.5,266.3,1005,88.9,3.6,117.8,10.1,6,05:42:59,18:57:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-07-2022,31.3,25.6,27.8,38.7,25.6,31.4,25.1,85.5,12.3,100,75,rain,0,0,29.5,18.4,292.5,1005,88.4,3.3,96.5,8.4,4,05:43:22,18:56:47,0.78,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-07-2022,27.3,24.8,25.6,31.6,24.8,25.7,24.9,96.2,110.5,100,100,rain,0,0,33.8,18.4,263.7,1003.1,95.4,2.6,34.2,2.9,1,05:43:46,18:56:27,0.82,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-07-2022,26.7,24.7,25.4,30.2,24.7,25.6,24.7,95.6,16.6,100,100,rain,0,0,29.9,11.2,230.2,1004,96.3,2.3,46.6,4,2,05:44:10,18:56:06,0.85,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-07-2022,28,24,26.1,33.5,24,27.5,24.8,92.8,7.1,100,62.5,rain,0,0,31.7,14.8,249.4,1006.4,97.7,2.9,139.6,12.1,7,05:44:33,18:55:44,0.88,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-07-2022,29,24,25.8,35.6,24,27,24.7,93.9,17,100,62.5,rain,0,0,23,13,260.9,1008.2,95.7,2.9,139.1,11.9,6,05:44:57,18:55:21,0.92,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-07-2022,30,24.6,26.4,38.8,24.6,28.5,25.1,92.8,5.4,100,45.83,rain,0,0,19.8,9.4,271.6,1008.3,82.4,2.8,185.7,16,6,05:45:21,18:54:56,0.95,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-07-2022,33,24.9,28.3,42.1,24.9,32.8,25.4,85.3,4.6,100,33.33,rain,0,0,23.4,16.6,247.8,1009.3,68.6,3.4,221.4,19,8,05:45:44,18:54:31,0,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-07-2022,32,25.8,27.8,40.6,25.8,31.9,25.8,89.4,17.7,100,41.67,rain,0,0,23,16.6,262.7,1008.7,86.4,2.9,157.3,13.4,7,05:46:07,18:54:04,0.02,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-07-2022,31,24.9,27.2,40.4,24.9,30.5,25.6,91.3,11,100,45.83,rain,0,0,25.9,12.7,207.2,1007.3,78.4,2.8,202.1,17.4,7,05:46:30,18:53:37,0.05,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-07-2022,34,24.9,29.4,42.1,24.9,34.2,25.2,79.4,2.2,100,29.17,rain,0,0,24.8,12.9,295.4,1005.1,50.5,3.9,235,20.4,8,05:46:53,18:53:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-08-2022,33.3,26.7,30,40.6,26.7,35.8,25.2,76.3,0,0,0,,0,0,23.8,16.6,308.4,1005,66.3,3.9,231.5,20,8,05:47:16,18:52:38,0.12,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-08-2022,33.4,25.7,29.4,40.6,25.7,34.7,25.1,78.7,0.1,100,4.17,rain,0,0,23.8,11.2,286.5,1004.2,73.7,3.9,201.8,17.3,7,05:47:38,18:52:07,0.16,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-08-2022,34,27,29.4,45.3,30.8,36.1,26,82.7,3.5,100,50,rain,0,0,37.1,18.4,339,1003.8,86.9,3.3,221.8,19.4,7,05:48:01,18:51:36,0.19,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-08-2022,33.1,25,27.9,42.3,25,32.3,25.9,89.6,7.1,100,87.5,rain,0,0,21.2,9.4,79.6,1003.5,87.6,2.5,161,13.8,6,05:48:23,18:51:03,0.23,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-08-2022,33,25,28.6,42.3,25,33.5,25.7,85.4,13.1,100,83.33,rain,0,0,19.4,11.2,128,1002.3,88.8,2.7,180.6,15.7,7,05:48:45,18:50:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-08-2022,34,24.9,27.7,43.5,24.9,31.2,25.4,88,14.3,100,66.67,rain,0,0,19.4,16.6,214.8,1001.2,91.3,3.6,197.4,17,7,05:49:07,18:49:54,0.3,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-08-2022,33,24,26.9,42.8,24,29.7,25.2,90.6,9.7,100,83.33,rain,0,0,37.1,18.4,318.3,999.8,87.3,3.1,178.8,15.3,7,05:49:28,18:49:19,0.33,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-08-2022,31.2,24,26.6,40.4,24,29.4,25.3,92.9,31.1,100,95.83,rain,0,0,27.7,13,283.5,997.5,85.8,2.8,98.3,8.5,4,05:49:50,18:48:42,0.37,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-08-2022,28,25,26.2,34.5,25,27.7,25.4,95.6,22.2,100,100,rain,0,0,37.1,13,264.9,996.9,97.7,2.7,106.3,9.3,4,05:50:11,18:48:05,0.4,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-08-2022,26,24,25,26,24,25,24.7,98,122,100,100,rain,0,0,47.5,18.4,238,996,100,2.6,23.4,2.2,1,05:50:32,18:47:26,0.44,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-08-2022,28,24,25.9,33.5,24,27.3,24.9,94.4,49.6,100,100,rain,0,0,44.6,18.4,216,999.7,92,3.4,26.5,2.3,1,05:50:52,18:46:47,0.47,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-08-2022,32,24.8,27.9,40.6,24.8,31.7,25.4,87.1,4.6,100,37.5,rain,0,0,48.2,18.4,233.5,1002.4,80.9,3.7,186.5,16.1,7,05:51:13,18:46:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-08-2022,30.2,24.9,27,37.4,24.9,29.6,24.7,87.6,3.1,100,41.67,rain,0,0,47.9,22.2,265.7,1003.4,88.7,3.7,131.8,11.2,5,05:51:33,18:45:25,0.54,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-08-2022,25.8,24.8,25,25.8,24.8,25,24.3,96,47.3,100,100,rain,0,0,45.7,18.4,263.3,1003.4,96.8,2.7,29.7,2.5,1,05:51:52,18:44:43,0.57,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-08-2022,25.1,24,24.6,25.1,24,24.6,24.2,97.5,63,100,100,rain,0,0,52.9,20.5,247.2,1002.4,100,2.7,34.3,3.1,2,05:52:12,18:44:01,0.6,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-08-2022,29,23.8,26.2,35.6,23.8,28.3,24.6,91.2,24.2,100,58.33,rain,0,0,50.4,22.2,198.6,1006.1,86.4,3.4,143.5,12.4,7,05:52:31,18:43:17,0.64,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-08-2022,32,25,28.4,40.6,25,32.5,25.2,83.4,0.1,100,4.17,rain,0,0,36.7,14.8,231.6,1007.2,50.5,4,216.5,18.5,7,05:52:50,18:42:33,0.67,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-08-2022,33.3,24.8,28.9,41.2,24.8,33.6,25.1,80.9,0.1,100,4.17,rain,0,0,34.6,14.8,275.2,1006.2,38.4,4.2,232.3,20,8,05:53:09,18:41:48,0.7,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-08-2022,32,26.8,28.8,39.2,29.8,33.8,24.8,79.5,3.3,100,29.17,rain,0,0,42.8,22.3,308.6,1005.6,56.3,4.1,190.5,16.4,7,05:53:28,18:41:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-08-2022,31,25.8,27.9,39.1,25.8,31.6,24.5,82,3.7,100,83.33,rain,0,0,42.5,22.3,293.8,1004.3,88.5,4.2,133.9,11.5,5,05:53:46,18:40:15,0.77,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-08-2022,28,24.8,26.2,32.7,24.8,27.6,24.4,89.5,38.6,100,95.83,rain,0,0,46.1,18.4,270.5,1002,91.4,2.8,63,5.2,3,05:54:04,18:39:28,0.8,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-08-2022,29,24.3,26.3,34.5,24.3,27.8,23.9,87,22,100,70.83,rain,0,0,56.9,20.5,243.2,1001.3,90.8,3.3,110.3,9.6,6,05:54:22,18:38:40,0.83,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-08-2022,32.2,23.8,27.6,39.2,23.8,31.1,24.3,83.2,2.1,100,37.5,rain,0,0,32,13,212.6,1004.5,62.8,3.9,204.1,17.7,8,05:54:40,18:37:52,0.87,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-08-2022,33,24.8,29,40.6,24.8,33.5,24.9,79.9,0.5,100,20.83,rain,0,0,25.2,14.8,267.4,1007.2,68,4.1,227.8,19.8,7,05:54:57,18:37:02,0.9,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-08-2022,33,26.8,29.3,40.6,29.5,33.9,24.3,75.6,2.1,100,25,rain,0,0,25.2,18.4,302.6,1006.8,68.3,4.3,202.3,17.3,7,05:55:14,18:36:13,0.93,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-08-2022,32,24,27.7,37.9,24,30.9,24.3,82.3,0.1,100,4.17,rain,0,0,24.5,13,296.2,1006.7,61.4,4.1,227.2,19.7,8,05:55:31,18:35:22,0.96,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-08-2022,33.5,25,29.2,40.6,25,33.2,24.2,75.3,0.1,100,4.17,rain,0,0,25.2,14.8,307.8,1006.1,58.2,4,226.6,19.5,8,05:55:48,18:34:31,0,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-08-2022,31,25.6,28.1,37.7,25.6,32,24.4,80.5,2.8,100,33.33,rain,0,0,27.4,14.8,322.8,1006.7,79.3,3.1,155.7,13.4,7,05:56:04,18:33:40,0.03,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-08-2022,31.2,25.8,28.1,39.9,25.8,32.3,25.1,84.1,11.2,100,70.83,rain,0,0,18.7,11.2,344.3,1008.4,88.5,3.6,159.3,13.8,7,05:56:21,18:32:48,0.07,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-08-2022,33,25,28.6,42.1,25,33.3,25.4,83.6,4.2,100,37.5,rain,0,0,24.8,9.4,184.3,1009.4,64.4,3.9,204.8,17.6,7,05:56:37,18:31:55,0.1,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-08-2022,34.5,25.8,29.4,45.3,25.8,35.6,26.2,84.2,5.7,100,45.83,rain,0,0,19.4,11.2,225.2,1008.1,59.2,2.8,202.8,17.5,8,05:56:53,18:31:02,0.14,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-09-2022,34,24.8,28.5,45.3,24.8,33.4,25.4,84.3,6.5,100,62.5,rain,0,0,18.4,14.8,220.8,1008.3,69.8,3.5,227.1,19.5,8,05:57:09,18:30:09,0.18,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-09-2022,34.4,24.8,28.8,45.3,24.8,34,25.3,82.3,2.6,100,45.83,rain,0,0,18.4,11.2,173.8,1009.3,63.4,3.5,219.1,18.7,8,05:57:24,18:29:15,0.21,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-09-2022,33.3,25.8,28.2,43.8,25.8,32.4,25.5,85.8,2.7,100,45.83,rain,0,0,23.4,22.3,213.4,1008.1,56.5,3.6,226.6,19.5,8,05:57:40,18:28:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-09-2022,26,23.8,24.8,26,23.8,24.8,24,95.3,8.7,100,70.83,rain,0,0,28.4,13,216.1,1008.1,92.9,2.8,85.7,7.5,4,05:57:55,18:27:26,0.28,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-09-2022,30,23.8,25.9,37.4,23.8,27.7,24.6,93,3,100,33.33,rain,0,0,24.1,16.6,260.6,1008.1,88.9,3.1,195.2,16.9,7,05:58:10,18:26:31,0.32,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-09-2022,31.3,23.8,27.3,40.6,23.8,30.8,25,87.3,0.5,100,16.67,rain,0,0,18.4,11.2,296.5,1007.7,61,3.5,226.4,19.7,8,05:58:25,18:25:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
